,Date,Price Gold,Price Nasdaq100,Price S&P500,Price DAX,Price Euro Bund
1199,2017-07-17,1233.3,5858.25,2459.25,12646.0,161.07
1200,2017-07-18,1242.0,5895.5,2459.75,12554.0,161.44
1201,2017-07-19,1240.6,5919.5,2471.0,12448.0,161.61
1202,2017-07-20,1244.1,5930.75,2472.5,12493.0,161.82
1203,2017-07-23,1255.5,5919.25,2469.75,,
1204,2017-07-24,1255.2,5925.25,2467.0,12227.0,162.34
1205,2017-07-25,1250.3,5933.75,2475.25,12241.0,162.47
1206,2017-07-26,1260.5,5961.0,2474.5,12249.0,161.71
1207,2017-07-27,1265.0,5909.0,2472.0,12276.0,162.01
1208,2017-07-30,1276.3,5910.0,2470.5,,
1209,2017-07-31,1275.6,5884.5,2468.0,12144.0,162.09
1210,2017-08-01,1275.2,5933.0,2474.0,12128.0,161.87
1211,2017-08-02,1272.6,5911.25,2473.25,12257.0,162.89
1212,2017-08-03,1275.3,5889.0,2470.75,12168.0,162.86
1213,2017-08-06,1264.3,5900.75,2472.5,,
1214,2017-08-07,1262.9,5935.0,2477.5,12297.0,163.09
1215,2017-08-08,1266.1,5913.25,2470.0,12228.0,163.32
1216,2017-08-09,1283.2,5922.5,2474.0,12198.0,163.29
1217,2017-08-10,1292.5,5769.0,2434.5,12132.0,163.78
1218,2017-08-13,1296.4,5837.25,2441.5,,
1219,2017-08-14,1287.0,5913.5,2464.5,12053.0,164.42
1220,2017-08-15,1276.9,5915.25,2464.5,12205.0,163.93
1221,2017-08-16,1290.0,5920.0,2466.75,12188.0,163.79
1222,2017-08-17,1293.8,5792.25,2426.75,12225.0,163.97
1223,2017-08-20,1289.1,5805.0,2428.75,,
1224,2017-08-21,1297.1,5795.25,2428.0,12152.0,164.09
1225,2017-08-22,1290.4,5878.25,2453.0,12118.0,164.39
1226,2017-08-23,1296.0,5845.75,2440.25,12234.0,164.35
1227,2017-08-24,1291.3,5845.25,2442.5,12172.0,164.87
1228,2017-08-27,1297.6,5819.75,2442.0,,
1229,2017-08-28,1320.5,5820.0,2434.0,12136.0,164.85
1230,2017-08-29,1314.8,5869.75,2446.5,12044.0,165.03
1231,2017-08-30,1314.1,5936.25,2455.25,12010.0,165.26
1232,2017-08-31,1326.9,5994.0,2470.25,12044.0,165.12
1233,2017-09-03,1339.7,5956.5,2461.25,,
1234,2017-09-04,1339.8,5976.25,2466.5,12081.0,164.97
1235,2017-09-05,1345.0,5943.5,2460.25,12112.0,165.05
1236,2017-09-06,1339.0,5952.0,2464.0,12061.0,162.8
1237,2017-09-07,1354.0,5977.25,2464.75,12265.0,162.3
1238,2017-09-10,1341.5,5943.75,2467.75,,
1239,2017-09-11,1331.7,5990.0,2486.5,12370.0,162.85
1240,2017-09-12,1336.2,6006.75,2495.25,12490.0,162.67
1241,2017-09-13,1327.6,6006.75,2494.5,12512.0,161.97
1242,2017-09-14,1333.7,5971.75,2493.75,12537.0,161.72
1243,2017-09-17,1324.0,5999.25,2499.0,,
1244,2017-09-18,1310.5,5989.75,2502.75,12569.0,161.27
1245,2017-09-19,1314.7,5997.0,2503.75,12559.0,161.02
1246,2017-09-20,1304.8,5976.0,2504.5,12548.0,161.08
1247,2017-09-21,1294.1,5944.25,2500.75,12598.0,160.92
1248,2017-09-24,1301.5,5930.75,2499.0,,
1249,2017-09-25,1314.2,5878.75,2498.0,12553.0,161.29
1250,2017-09-26,1297.3,5889.75,2495.0,12550.0,161.94
1251,2017-09-27,1285.1,5936.0,2503.25,12628.0,161.66
1252,2017-09-28,1290.1,5939.25,2507.75,12681.0,160.56
1253,2017-10-01,1282.2,5984.0,2518.0,,
1254,2017-10-02,1273.1,5985.5,2527.25,12864.0,160.81
1255,2017-10-03,1274.5,5999.0,2533.0,,161.1
1256,2017-10-04,1277.5,6005.0,2535.25,12954.0,161.23
1257,2017-10-05,1270.6,6062.25,2548.75,12945.0,161.25
1258,2017-10-08,1278.6,6062.5,2543.25,,
1259,2017-10-09,1286.8,6062.25,2543.25,12979.0,161.08
1260,2017-10-10,1290.7,6064.5,2548.75,12954.0,161.39
1261,2017-10-11,1294.6,6083.5,2552.25,12968.0,161.24
1262,2017-10-12,1296.0,6073.0,2548.0,12963.0,161.26
1263,2017-10-15,1306.0,6101.5,2552.25,,
1264,2017-10-16,1297.2,6119.75,2555.5,13013.0,162.03
1265,2017-10-17,1286.9,6122.25,2556.5,12993.0,162.4
1266,2017-10-18,1282.8,6121.25,2560.0,13010.0,162.65
1267,2017-10-19,1292.0,6097.75,2561.0,13038.0,162.15
1268,2017-10-22,1281.5,6109.5,2572.75,,
1269,2017-10-23,1283.9,6064.75,2562.5,12991.0,161.47
1270,2017-10-24,1278.0,6073.5,2564.75,12983.0,161.68
1271,2017-10-25,1278.6,6065.0,2559.5,12993.0,161.11
1272,2017-10-26,1268.0,6092.0,2561.5,12976.0,161.22
1273,2017-10-29,1274.3,6209.5,2575.5,,
1274,2017-10-30,1277.6,6221.75,2568.0,13203.0,162.49
1275,2017-10-31,1271.8,6249.75,2572.75,,162.77
1276,2017-11-01,1275.2,6230.0,2571.5,13325.0,162.61
1277,2017-11-02,1277.5,6252.5,2577.5,13434.0,162.52
1278,2017-11-05,1270.7,6285.25,2580.0,,
1279,2017-11-06,1282.6,6311.5,2587.75,13474.0,162.83
1280,2017-11-07,1276.4,6310.5,2584.0,13508.0,163.1
1281,2017-11-08,1282.1,6342.25,2591.25,13363.0,163.34
1282,2017-11-09,1286.0,6312.75,2582.0,13388.0,163.27
1283,2017-11-12,1275.3,6312.5,2580.25,,
1284,2017-11-13,1278.9,6310.75,2580.25,13125.0,162.25
1285,2017-11-14,1280.7,6293.5,2576.75,13077.0,162.02
1286,2017-11-15,1278.0,6264.5,2564.25,12978.0,162.54
1287,2017-11-16,1278.8,6342.75,2584.25,13015.0,162.67
1288,2017-11-19,1294.1,6312.0,2576.0,,
1289,2017-11-20,1276.6,6315.75,2582.0,12866.0,163.11
1290,2017-11-21,1280.6,6381.25,2595.75,13053.0,162.93
1291,2017-11-22,1291.9,6388.25,2593.25,13176.0,163.21
1292,2017-11-23,1291.6,6385.25,2596.0,12968.0,163.01
1293,2017-11-26,1288.0,6414.25,2601.0,,
1294,2017-11-27,1293.9,6413.25,2602.25,13031.0,162.85
1295,2017-11-28,1298.0,6423.5,2625.5,12999.0,163.17
1296,2017-11-29,1286.9,6306.5,2625.0,13125.0,163.05
1297,2017-11-30,1277.9,6353.75,2640.75,13050.0,162.53
1298,2017-12-03,1277.6,6371.0,2654.5,,
1299,2017-12-04,1279.1,6255.5,2636.0,13014.0,163.31
1300,2017-12-05,1268.3,6269.0,2626.75,13065.0,163.22
1301,2017-12-06,1265.2,6298.0,2630.5,12962.0,163.37
1302,2017-12-07,1249.5,6344.5,2642.25,13041.0,163.38
1303,2017-12-10,1249.2,6363.5,2655.0,,
1304,2017-12-11,1243.9,6422.5,2666.0,13188.0,163.49
1305,2017-12-12,1246.3,6404.25,2667.75,13162.0,163.59
1306,2017-12-13,1258.1,6417.25,2668.5,13177.0,163.36
1307,2017-12-14,1255.5,6403.75,2652.75,13078.0,163.31
1308,2017-12-17,1257.8,6498.0,2683.0,,
1309,2017-12-18,1265.4,6535.0,2695.0,13186.0,163.46
1310,2017-12-19,1264.8,6504.0,2684.75,13311.0,163.31
1311,2017-12-20,1268.8,6486.75,2681.5,13244.0,162.37
1312,2017-12-21,1270.3,6489.75,2686.75,13046.0,161.78
1313,2017-12-25,1279.0,6482.5,2686.75,,
1314,2017-12-26,1287.8,6461.25,2687.5,,
1315,2017-12-27,1292.0,6452.25,2684.0,13054.0,161.65
1316,2017-12-28,1297.5,6444.5,2684.75,13050.0,162.27
1317,2018-01-01,1305.2,6404.5,2675.0,,
1318,2018-01-02,1319.0,6514.0,2693.75,12807.0,161.47
1319,2018-01-03,1315.5,6583.75,2710.25,12896.0,161.26
1320,2018-01-04,1324.4,6608.0,2725.0,13020.0,161.43
1321,2018-01-07,1321.8,6667.75,2741.75,,
1322,2018-01-08,1321.2,6687.25,2746.5,13369.0,161.64
1323,2018-01-09,1313.3,6679.75,2749.75,13364.0,161.68
1324,2018-01-10,1317.5,6676.5,2750.0,13368.0,161.0
1325,2018-01-11,1323.6,6725.5,2768.75,13285.0,161.38
1326,2018-01-14,1337.3,6781.5,2789.75,,
1327,2018-01-15,1340.9,6779.75,2794.25,13259.0,160.59
1328,2018-01-16,1339.0,6762.75,2782.75,13216.0,160.46
1329,2018-01-17,1327.4,6818.0,2803.25,13175.0,160.79
1330,2018-01-18,1327.0,6816.5,2797.0,13229.0,160.61
1331,2018-01-21,1334.0,6830.75,2804.0,,
1332,2018-01-22,1333.0,6929.75,2835.25,13454.0,160.55
1333,2018-01-23,1341.4,6956.5,2837.0,13548.0,160.69
1334,2018-01-24,1357.0,6933.5,2840.0,13566.0,160.85
1335,2018-01-25,1346.4,6938.0,2842.25,13394.0,160.57
1336,2018-01-28,1349.0,7030.0,2874.25,,
1337,2018-01-29,1344.0,6991.5,2853.25,13368.0,159.54
1338,2018-01-30,1341.8,6938.25,2823.25,13233.0,158.74
1339,2018-01-31,1348.2,6973.0,2828.75,13201.0,158.96
1340,2018-02-01,1352.2,6954.0,2826.5,13243.0,158.54
1341,2018-02-04,1334.6,6752.25,2757.0,,
1342,2018-02-05,1343.1,6473.0,2624.0,12613.0,157.67
1343,2018-02-06,1326.6,6638.0,2685.5,12073.0,158.96
1344,2018-02-07,1320.7,6542.0,2664.75,12527.0,158.69
1345,2018-02-08,1321.0,6328.0,2593.75,12494.0,157.91
1346,2018-02-11,1317.1,6434.5,2628.25,,
1347,2018-02-12,1325.0,6529.75,2653.25,12313.0,157.75
1348,2018-02-13,1331.9,6559.5,2662.5,12278.0,158.02
1349,2018-02-14,1353.0,6681.0,2695.5,12245.0,158.24
1350,2018-02-15,1356.6,6816.25,2734.0,12441.0,157.64
1351,2018-02-18,1350.2,6783.25,2734.5,,
1352,2018-02-19,1348.9,6782.25,2728.25,12506.0,158.49
1353,2018-02-20,1331.2,6788.25,2714.5,12399.0,158.17
1354,2018-02-21,1326.2,6756.5,2698.5,12437.0,158.4
1355,2018-02-22,1333.7,6792.5,2712.75,12357.0,158.25
1356,2018-02-25,1330.4,6918.25,2751.5,,
1357,2018-02-26,1334.7,7003.5,2783.5,12571.0,159.65
1358,2018-02-27,1318.9,6913.75,2746.5,12564.0,159.44
1359,2018-02-28,1319.3,6879.5,2718.25,12426.0,159.24
1360,2018-03-01,1318.0,6763.75,2678.75,12350.0,159.46
1361,2018-03-04,1324.9,6795.75,2683.25,,
1362,2018-03-05,1321.0,6880.5,2719.0,11926.0,160.03
1363,2018-03-06,1339.5,6858.0,2700.0,12183.0,159.54
1364,2018-03-07,1326.2,6922.75,2722.5,11998.0,156.75
1365,2018-03-08,1322.7,6999.5,2736.5,12250.0,156.73
1366,2018-03-11,1324.1,7132.75,2797.0,,
1367,2018-03-12,1323.3,7160.75,2787.0,12434.0,156.98
1368,2018-03-13,1326.7,7062.75,2767.0,12414.0,157.26
1369,2018-03-14,1324.7,7060.75,2754.75,12178.0,157.62
1370,2018-03-15,1316.8,7072.75,2757.5,12266.0,157.86
1371,2018-03-18,1312.9,7043.0,2756.25,,
1372,2018-03-19,1316.5,6911.75,2721.5,12348.0,158.16
1373,2018-03-20,1310.6,6912.5,2723.25,12284.0,158.12
1374,2018-03-21,1332.0,6883.25,2718.25,12344.0,157.99
1375,2018-03-22,1329.0,6692.25,2645.75,12246.0,158.09
1376,2018-03-25,1347.0,6549.75,2595.0,,
1377,2018-03-26,1359.3,6775.75,2659.5,11882.0,158.86
1378,2018-03-27,1351.1,6550.25,2612.75,11992.0,158.77
1379,2018-03-28,1329.3,6490.75,2609.75,11845.0,159.31
1380,2018-04-01,1330.7,6557.0,2635.0,,
1381,2018-04-02,1345.0,6405.75,2581.25,,
1382,2018-04-03,1336.7,6466.0,2612.0,11976.0,159.56
1383,2018-04-04,1337.1,6582.0,2645.75,12037.0,159.27
1384,2018-04-05,1329.7,6608.0,2663.0,12118.0,159.21
1385,2018-04-08,1338.0,6463.0,2607.5,,
1386,2018-04-09,1339.8,6490.5,2617.75,12262.0,159.43
1387,2018-04-10,1343.1,6625.25,2654.5,12395.0,159.34
1388,2018-04-11,1356.3,6596.25,2642.5,12358.0,159.19
1389,2018-04-12,1337.6,6668.75,2661.75,12292.0,159.41
1390,2018-04-15,1349.8,6674.25,2673.25,,
1391,2018-04-16,1349.1,6704.25,2679.25,12499.0,159.24
1392,2018-04-17,1350.4,6819.5,2704.5,12467.0,159.09
1393,2018-04-18,1352.4,6855.25,2711.75,12626.0,159.26
1394,2018-04-19,1348.5,6777.75,2692.5,12606.0,159.04
1395,2018-04-22,1336.2,6705.5,2683.0,,
1396,2018-04-23,1326.1,6660.75,2672.0,12586.0,157.87
1397,2018-04-24,1332.0,6525.75,2635.25,12618.0,157.88
1398,2018-04-25,1324.2,6583.25,2648.25,12448.0,157.87
1399,2018-04-26,1318.0,6744.75,2675.5,12456.0,157.78
1400,2018-04-29,1324.0,6668.0,2670.5,,
1401,2018-04-30,1316.0,6606.0,2646.25,12624.0,158.64
1402,2018-05-01,1304.4,6715.5,2655.5,,
1403,2018-05-02,1305.5,6630.75,2626.75,12618.0,158.67
1404,2018-05-03,1312.8,6666.5,2631.75,12794.0,158.64
1405,2018-05-06,1316.3,6779.0,2662.75,,
1406,2018-05-07,1314.1,6817.0,2668.0,12885.0,159.09
1407,2018-05-08,1315.3,6822.0,2669.75,12941.0,159.24
1408,2018-05-09,1312.8,6896.0,2696.0,12951.0,158.8
1409,2018-05-10,1321.8,6949.5,2716.25,12994.0,158.85
1410,2018-05-13,1318.3,6958.25,2727.25,,
1411,2018-05-14,1313.2,6969.0,2728.5,13034.0,158.97
1412,2018-05-15,1290.1,6895.5,2711.25,12952.0,158.13
1413,2018-05-16,1290.2,6935.25,2721.75,13005.0,157.9
1414,2018-05-17,1290.0,6908.5,2718.75,13005.0,158.02
1415,2018-05-20,1290.3,6919.0,2728.75,,
1416,2018-05-21,1292.3,6914.0,2731.25,,158.64
1417,2018-05-22,1290.6,6905.5,2724.5,13138.0,159.38
1418,2018-05-23,1293.3,6956.75,2729.75,13120.0,159.05
1419,2018-05-24,1304.0,6955.0,2726.75,12966.0,159.71
1420,2018-05-27,1299.0,6989.0,2729.0,,
1421,2018-05-28,1302.2,6989.5,2721.25,12976.0,160.75
1422,2018-05-29,1303.1,6948.0,2693.25,12848.0,161.85
1423,2018-05-30,1306.0,6978.5,2720.25,12652.0,163.05
1424,2018-05-31,1303.0,6982.5,2707.5,12782.0,161.74
1425,2018-06-03,1296.7,7079.75,2731.0,,
1426,2018-06-04,1296.4,7147.5,2746.0,12750.0,161.22
1427,2018-06-05,1300.6,7181.75,2751.0,12767.0,160.82
1428,2018-06-06,1300.9,7217.5,2773.25,12815.0,161.07
1429,2018-06-07,1301.3,7184.75,2771.0,12901.0,160.01
1430,2018-06-10,1303.5,7168.75,2776.75,,
1431,2018-06-11,1304.5,7192.5,2785.0,12757.0,160.22
1432,2018-06-12,1299.6,7241.75,2792.0,12894.0,159.83
1433,2018-06-13,1303.1,7232.25,2777.75,12864.0,159.79
1434,2018-06-14,1305.9,7310.25,2787.0,12832.0,160.0
1435,2018-06-17,1281.1,7276.0,2780.0,,
1436,2018-06-18,1280.7,7275.0,2778.25,12911.0,161.35
1437,2018-06-19,1277.3,7253.75,2765.25,12676.0,161.5
1438,2018-06-20,1269.7,7315.25,2771.75,12744.0,161.42
1439,2018-06-21,1268.6,7228.0,2750.5,12703.0,161.3
1440,2018-06-24,1272.2,7222.75,2757.0,,
1441,2018-06-25,1267.3,7064.25,2721.75,12442.0,162.47
1442,2018-06-26,1260.5,7098.25,2726.5,12300.0,162.06
1443,2018-06-27,1253.6,6998.75,2705.0,12256.0,162.08
1444,2018-06-28,1249.5,7055.25,2720.0,12276.0,162.41
1445,2018-07-01,1253.4,7068.25,2721.0,,
1446,2018-07-02,1242.9,7113.75,2727.25,12194.0,162.58
1447,2018-07-03,1253.5,7023.0,2713.0,12302.0,162.41
1448,2018-07-04,1257.7,7043.75,2722.0,12306.0,162.61
1449,2018-07-05,1258.4,7118.75,2737.0,12311.0,162.38
1450,2018-07-08,1255.7,7232.5,2762.0,,
1451,2018-07-09,1258.5,7300.75,2787.5,12549.0,162.66
1452,2018-07-10,1256.7,7263.5,2780.75,12567.0,162.5
1453,2018-07-11,1242.3,7259.75,2776.75,12495.0,162.59
1454,2018-07-12,1247.7,7382.0,2798.5,12450.0,162.55
1455,2018-07-15,1241.0,7399.5,2804.75,,
1456,2018-07-16,1240.8,7320.0,2795.75,12532.0,162.96
1457,2018-07-17,1227.0,7424.25,2813.0,12560.0,162.6
1458,2018-07-18,1227.3,7400.0,2814.5,12709.0,162.76
1459,2018-07-19,1222.9,7380.25,2805.5,12749.0,162.79
1460,2018-07-22,1231.7,7368.0,2805.25,,
1461,2018-07-23,1224.4,7420.25,2810.5,12518.0,162.4
1462,2018-07-24,1224.2,7410.5,2819.25,12608.0,162.03
1463,2018-07-25,1231.7,7412.25,2835.25,12656.0,162.35
1464,2018-07-26,1222.4,7429.5,2840.25,12678.0,161.94
1465,2018-07-29,1231.1,7293.0,2816.0,,
1466,2018-07-30,1230.5,7210.0,2805.5,12787.0,162.13
1467,2018-07-31,1232.7,7293.0,2824.25,12803.0,161.91
1468,2018-08-01,1224.7,7284.25,2814.0,12816.0,161.42
1469,2018-08-02,1216.0,7392.0,2830.75,12680.0,161.17
1470,2018-08-05,1222.0,7404.25,2841.5,,
1471,2018-08-06,1215.8,7442.5,2849.25,12640.0,162.02
1472,2018-08-07,1218.7,7478.25,2860.5,12611.0,162.22
1473,2018-08-08,1222.0,7463.5,2853.5,12647.0,162.04
1474,2018-08-09,1220.0,7472.25,2852.5,12620.0,162.27
1475,2018-08-12,1218.4,7425.5,2835.75,,
1476,2018-08-13,1201.1,7420.5,2826.75,12331.0,163.46
1477,2018-08-14,1201.5,7460.5,2841.75,12380.0,163.34
1478,2018-08-15,1183.0,7380.0,2822.25,12378.0,163.33
1479,2018-08-16,1180.7,7382.5,2843.5,12228.0,163.4
1480,2018-08-19,1190.4,7390.5,2851.75,,
1481,2018-08-20,1197.3,7381.25,2856.75,12243.0,163.64
1482,2018-08-21,1203.0,7374.25,2853.0,12325.0,163.62
1483,2018-08-22,1202.8,7433.5,2861.75,12346.0,163.36
1484,2018-08-23,1191.6,7427.0,2858.25,12360.0,163.21
1485,2018-08-26,1214.5,7499.0,2877.75,,
1486,2018-08-27,1217.7,7568.25,2899.0,12431.0,163.16
1487,2018-08-28,1206.6,7581.0,2900.5,12550.0,162.67
1488,2018-08-29,1212.6,7672.75,2915.75,12549.0,162.61
1489,2018-08-30,1206.3,7641.75,2898.0,12541.0,162.28
1490,2018-09-02,1206.3,7670.0,2906.5,,
1491,2018-09-03,1207.0,7681.0,2907.75,12327.0,163.19
1492,2018-09-04,1197.2,7642.25,2898.75,12337.0,163.21
1493,2018-09-05,1202.5,7530.0,2888.5,12175.0,160.37
1494,2018-09-06,1205.6,7454.75,2877.75,12019.0,159.92
1495,2018-09-09,1200.7,7433.0,2873.75,,
1496,2018-09-10,1200.4,7460.5,2879.75,11940.0,159.94
1497,2018-09-11,1203.5,7515.25,2890.0,12007.0,159.67
1498,2018-09-12,1212.4,7483.25,2887.0,11997.0,159.35
1499,2018-09-13,1206.6,7593.0,2909.5,12004.0,159.71
1500,2018-09-16,1199.8,7566.25,2909.0,,
1501,2018-09-17,1206.4,7463.5,2895.5,12075.0,159.28
1502,2018-09-18,1202.8,7529.25,2913.0,12061.0,159.07
1503,2018-09-19,1208.8,7529.75,2916.5,12180.0,158.66
1504,2018-09-20,1212.1,7609.0,2939.5,12218.0,158.74
1505,2018-09-23,1204.0,7539.75,2929.5,,
1506,2018-09-24,1203.1,7591.0,2926.5,12358.0,159.02
1507,2018-09-25,1205.5,7598.0,2922.5,12335.0,158.2
1508,2018-09-26,1198.9,7590.25,2911.5,12398.0,157.93
1509,2018-09-27,1186.8,7663.5,2922.25,12312.0,158.57
1510,2018-09-30,1196.1,7672.0,2922.5,,
1511,2018-10-01,1192.7,7675.0,2929.25,12261.0,158.75
1512,2018-10-02,1207.0,7656.25,2929.0,12270.0,159.06
1513,2018-10-03,1201.4,7651.0,2926.0,,159.16
1514,2018-10-04,1203.7,7521.0,2910.0,12271.0,157.99
1515,2018-10-07,1206.7,7443.25,2897.5,,
1516,2018-10-08,1192.2,7391.0,2892.25,12094.0,157.55
1517,2018-10-09,1192.7,7394.75,2886.75,11933.0,157.95
1518,2018-10-10,1197.9,7010.25,2776.5,11942.0,158.1
1519,2018-10-11,1227.7,7040.75,2748.5,11496.0,158.34
1520,2018-10-14,1221.2,7176.75,2770.0,,
1521,2018-10-15,1230.5,7068.25,2747.5,11454.0,158.67
1522,2018-10-16,1228.0,7339.75,2816.25,11633.0,158.48
1523,2018-10-17,1225.5,7307.75,2813.25,11795.0,158.72
1524,2018-10-18,1228.6,7154.0,2774.75,11688.0,158.89
1525,2018-10-21,1230.5,7085.75,2758.0,,
1526,2018-10-22,1225.1,7155.0,2755.75,11577.0,159.08
1527,2018-10-23,1233.8,7136.25,2745.25,11366.0,159.55
1528,2018-10-24,1236.6,6878.5,2673.75,11361.0,159.68
1529,2018-10-25,1234.7,6882.0,2678.0,11099.0,160.29
1530,2018-10-28,1236.4,6898.0,2667.0,,
1531,2018-10-29,1231.9,6719.25,2639.0,11191.0,160.63
1532,2018-10-30,1224.7,6857.0,2690.75,11336.0,160.34
1533,2018-10-31,1216.6,6960.0,2706.0,11436.0,160.19
1534,2018-11-01,1235.3,6987.25,2724.0,11417.0,160.22
1535,2018-11-04,1234.5,6972.75,2722.5,,
1536,2018-11-05,1233.4,6947.25,2739.0,11511.0,159.6
1537,2018-11-06,1228.9,7011.5,2756.75,11520.0,159.7
1538,2018-11-07,1227.7,7212.75,2815.75,11537.0,159.82
1539,2018-11-08,1224.3,7145.75,2804.0,11616.0,159.29
1540,2018-11-11,1210.3,7026.25,2778.75,,
1541,2018-11-12,1201.1,6847.0,2732.0,11569.0,159.95
1542,2018-11-13,1202.8,6861.75,2731.25,11334.0,160.19
1543,2018-11-14,1211.8,6780.0,2702.0,11430.0,160.35
1544,2018-11-15,1214.4,6874.5,2731.75,11427.0,160.15
1545,2018-11-18,1222.6,6875.0,2733.0,,
1546,2018-11-19,1224.6,6668.5,2696.25,11351.0,160.73
1547,2018-11-20,1222.4,6527.75,2639.75,11185.0,160.63
1548,2018-11-21,1226.8,6584.25,2650.0,11130.0,160.7
1549,2018-11-22,1227.8,6525.0,2635.5,11249.0,160.69
1550,2018-11-25,1223.9,6537.5,2633.5,,
1551,2018-11-26,1222.6,6639.5,2661.0,11247.0,160.93
1552,2018-11-27,1214.3,6722.25,2686.25,11341.0,160.9
1553,2018-11-28,1227.1,6907.0,2738.0,11384.0,160.99
1554,2018-11-29,1229.9,6902.25,2742.0,11392.0,161.0
1555,2018-12-02,1227.8,7041.0,2793.5,,
1556,2018-12-03,1236.3,7055.25,2789.75,11495.0,161.03
1557,2018-12-04,1244.6,6796.0,2699.5,11424.0,161.92
1558,2018-12-05,1243.0,6834.5,2713.25,11228.0,163.13
1559,2018-12-06,1243.1,6835.5,2694.25,11039.0,163.15
1560,2018-12-09,1255.6,6596.25,2625.0,,
1561,2018-12-10,1249.8,6695.0,2644.0,10666.0,163.57
1562,2018-12-11,1248.3,6686.5,2632.5,10707.0,163.15
1563,2018-12-12,1250.7,6769.0,2653.0,10815.0,163.35
1564,2018-12-13,1246.2,6774.0,2650.0,10936.0,162.77
1565,2018-12-16,1242.8,6599.25,2595.5,,
1566,2018-12-17,1249.7,6496.5,2557.25,10849.0,163.26
1567,2018-12-18,1253.5,6464.75,2532.0,10752.0,163.27
1568,2018-12-19,1247.0,6350.0,2505.0,10749.0,163.48
1569,2018-12-20,1263.5,6325.0,2485.0,10667.0,163.76
1570,2018-12-23,1260.7,6049.75,2407.75,,
1571,2018-12-25,1273.5,5902.0,2348.5,,
1572,2018-12-26,1270.1,6283.0,2470.25,,
1573,2018-12-27,1278.0,6309.0,2491.5,10646.0,163.15
1574,2018-12-30,1283.0,6312.25,2495.5,,
1575,2019-01-01,1285.0,6349.5,2508.0,,
1576,2019-01-02,1288.5,6242.75,2482.25,10668.0,163.68
1577,2019-01-03,1296.5,6168.75,2451.75,10543.0,164.91
1578,2019-01-06,1287.0,6451.25,2537.25,,
1579,2019-01-07,1289.9,6506.0,2553.25,10836.0,163.95
1580,2019-01-08,1286.1,6546.75,2569.5,10750.0,163.78
1581,2019-01-09,1294.7,6597.25,2580.0,10854.0,163.71
1582,2019-01-10,1287.6,6622.5,2594.0,10880.0,163.93
1583,2019-01-13,1288.0,6599.0,2588.5,,
1584,2019-01-14,1292.4,6543.0,2581.5,10852.0,164.51
1585,2019-01-15,1289.6,6674.5,2605.75,10876.0,164.6
1586,2019-01-16,1293.9,6670.0,2614.5,10885.0,164.79
1587,2019-01-17,1291.9,6722.75,2636.75,10910.0,164.72
1588,2019-01-20,1280.7,6794.5,2669.25,,
1589,2019-01-21,1279.1,6755.5,2658.75,11219.0,164.19
1590,2019-01-22,1284.6,6652.0,2630.75,11134.0,164.25
1591,2019-01-23,1282.3,6663.0,2635.0,11044.0,164.63
1592,2019-01-24,1280.1,6684.5,2636.25,11041.0,164.69
1593,2019-01-27,1302.3,6784.25,2660.0,,
1594,2019-01-28,1302.5,6695.25,2640.25,11249.0,165.17
1595,2019-01-29,1317.0,6690.25,2648.5,11205.0,164.93
1596,2019-01-30,1325.4,6844.25,2683.5,11216.0,165.23
1597,2019-01-31,1326.0,6911.0,2707.75,11234.0,165.52
1598,2019-02-03,1322.6,6863.75,2699.25,,
1599,2019-02-04,1316.8,6937.5,2719.5,11190.0,165.58
1600,2019-02-05,1319.4,7009.25,2730.75,11205.0,165.4
1601,2019-02-06,1310.9,6988.0,2727.0,11356.0,165.43
1602,2019-02-07,1314.3,6902.0,2702.0,11292.0,165.57
1603,2019-02-10,1318.1,6921.75,2710.75,,
1604,2019-02-11,1311.6,6908.5,2707.0,10940.0,166.68
1605,2019-02-12,1314.3,7017.25,2743.5,11012.0,166.25
1606,2019-02-13,1309.6,7017.25,2749.25,11150.0,166.0
1607,2019-02-14,1315.5,7017.5,2741.25,11182.0,166.23
1608,2019-02-17,1325.0,7063.75,2777.0,,
1609,2019-02-18,1329.2,7079.75,2777.5,11324.0,166.52
1610,2019-02-19,1343.9,7068.75,2777.75,11300.0,166.42
1611,2019-02-20,1341.7,7070.75,2787.0,11314.0,166.45
1612,2019-02-21,1325.8,7031.25,2773.5,11413.0,166.59
1613,2019-02-24,1331.9,7108.5,2799.5,,
1614,2019-02-25,1329.9,7122.0,2795.75,11481.0,166.55
1615,2019-02-26,1331.0,7109.25,2788.0,11475.0,166.51
1616,2019-02-27,1321.7,7121.25,2795.25,11528.0,166.35
1617,2019-02-28,1315.5,7106.5,2785.25,11496.0,165.72
1618,2019-03-03,1294.4,7177.0,2814.0,,
1619,2019-03-04,1287.8,7144.5,2790.5,11668.0,165.17
1620,2019-03-05,1288.8,7156.0,2786.5,11552.0,165.66
1621,2019-03-06,1287.3,7109.0,2770.5,11598.0,163.24
1622,2019-03-07,1286.7,7053.0,2754.5,11551.0,163.6
1623,2019-03-10,1298.2,7049.0,2750.25,,
1624,2019-03-11,1293.6,7200.0,2790.0,11500.0,164.61
1625,2019-03-12,1301.8,7237.75,2797.75,11608.0,164.25
1626,2019-03-13,1309.5,7302.75,2821.0,11519.0,164.58
1627,2019-03-14,1295.6,7272.5,2813.5,11607.0,164.21
1628,2019-03-17,1302.0,7338.0,2827.0,,
