,Date,open,high,low,close
553,2015-05-22,153.58,154.19,153.55,153.88
554,2015-05-26,154.26,154.95,154.04,154.71
555,2015-05-27,154.73,155.15,154.36,154.82
556,2015-05-28,154.9,155.24,154.79,155.08
557,2015-05-29,155.25,155.7,155.06,155.51
558,2015-06-01,155.47,155.79,154.58,154.71
559,2015-06-02,154.84,154.97,152.73,152.91
560,2015-06-03,152.9,153.19,150.61,150.64
561,2015-06-04,150.71,151.9,149.6,151.78
562,2015-06-05,150.92,151.12,149.83,150.93
563,2015-06-08,150.87,151.24,150.24,150.45
564,2015-06-09,150.67,150.83,149.34,149.51
565,2015-06-10,149.41,149.64,148.23,149.13
566,2015-06-11,149.04,150.76,148.66,150.76
567,2015-06-12,150.92,151.3,149.93,150.8
568,2015-06-15,151.38,151.83,151.0,151.25
569,2015-06-16,151.44,152.21,151.28,151.76
570,2015-06-17,151.73,151.94,151.26,151.84
571,2015-06-18,152.07,152.47,150.6,151.37
572,2015-06-19,151.44,152.22,151.38,152.14
573,2015-06-22,151.74,151.79,150.29,150.4
574,2015-06-23,150.34,150.85,150.02,150.52
575,2015-06-24,150.66,151.57,150.62,151.37
576,2015-06-25,151.32,151.45,150.45,150.94
577,2015-06-26,151.03,151.1,149.86,150.09
578,2015-06-29,152.53,152.91,151.13,152.3
579,2015-06-30,152.39,152.56,151.48,152.22
580,2015-07-01,151.99,152.22,151.1,151.28
581,2015-07-02,151.28,151.29,150.46,150.93
582,2015-07-03,151.02,151.98,150.97,151.81
583,2015-07-06,153.18,153.35,152.03,152.58
584,2015-07-07,152.52,154.05,152.27,153.17
585,2015-07-08,153.46,154.24,153.1,153.45
586,2015-07-09,153.18,153.4,152.29,152.33
587,2015-07-10,152.08,152.09,150.34,150.55
588,2015-07-13,151.21,151.34,149.49,151.07
589,2015-07-14,151.12,151.75,150.94,151.42
590,2015-07-15,151.46,152.69,151.3,152.56
591,2015-07-16,152.3,152.54,151.61,152.19
592,2015-07-17,152.23,152.88,152.22,152.73
593,2015-07-20,152.63,153.33,152.42,153.0
594,2015-07-21,153.0,153.32,152.5,152.81
595,2015-07-22,153.0,153.3,152.67,153.18
596,2015-07-23,153.14,153.46,153.02,153.42
597,2015-07-24,153.43,153.94,153.35,153.79
598,2015-07-27,153.95,154.21,153.69,154.07
599,2015-07-28,153.87,153.93,153.28,153.73
600,2015-07-29,153.83,153.92,153.35,153.79
601,2015-07-30,153.45,154.5,153.4,154.35
602,2015-07-31,154.43,154.49,153.67,154.44
603,2015-08-03,154.37,154.95,154.09,154.78
604,2015-08-04,154.63,155.09,154.16,154.2
605,2015-08-05,154.2,154.37,152.91,153.25
606,2015-08-06,153.31,153.95,153.22,153.82
607,2015-08-07,153.77,154.55,153.57,154.44
608,2015-08-10,154.43,154.45,153.86,153.92
609,2015-08-11,154.23,154.99,154.14,154.7
610,2015-08-12,155.25,155.48,154.81,154.95
611,2015-08-13,154.78,155.13,154.54,154.92
612,2015-08-14,154.98,155.15,154.54,154.61
613,2015-08-17,154.78,155.09,154.52,154.88
614,2015-08-18,154.97,155.28,154.57,154.72
615,2015-08-19,154.84,155.54,154.55,155.41
616,2015-08-20,155.45,155.76,155.25,155.68
617,2015-08-21,155.87,155.95,155.4,155.81
618,2015-08-24,155.99,156.49,155.17,155.5
619,2015-08-25,155.36,155.45,153.38,153.94
620,2015-08-26,153.64,154.52,153.52,153.6
621,2015-08-27,153.93,154.13,153.6,153.65
622,2015-08-28,153.85,154.37,153.5,153.71
623,2015-08-31,153.77,154.0,152.66,152.74
624,2015-09-01,153.04,153.38,152.65,152.95
625,2015-09-02,153.07,153.36,152.75,153.09
626,2015-09-03,153.14,154.08,153.05,154.06
627,2015-09-04,154.26,154.96,154.11,154.91
628,2015-09-07,155.04,155.15,154.59,154.82
629,2015-09-08,154.88,155.01,154.52,154.64
630,2015-09-09,154.48,154.95,154.31,154.91
631,2015-09-10,154.86,155.07,154.54,154.8
632,2015-09-11,154.81,155.31,154.7,155.15
633,2015-09-14,155.2,155.51,155.0,155.21
634,2015-09-15,155.28,155.34,153.77,153.88
635,2015-09-16,153.92,154.22,153.5,153.72
636,2015-09-17,153.74,154.7,153.59,154.66
637,2015-09-18,154.77,155.44,154.65,155.4
638,2015-09-21,155.28,155.32,154.75,154.94
639,2015-09-22,154.96,156.19,154.89,155.98
640,2015-09-23,156.2,156.26,155.71,156.0
641,2015-09-24,156.04,156.45,155.75,155.81
642,2015-09-25,155.74,155.82,155.13,155.55
643,2015-09-28,155.69,156.29,155.42,156.24
644,2015-09-29,156.37,156.53,155.86,156.32
645,2015-09-30,156.12,156.29,155.85,156.24
646,2015-10-01,156.1,156.96,155.94,156.76
647,2015-10-02,156.64,157.67,156.44,157.15
648,2015-10-05,157.14,157.23,156.44,156.45
649,2015-10-06,156.63,156.68,155.91,156.23
650,2015-10-07,156.11,156.31,155.74,156.15
651,2015-10-08,156.45,156.76,156.0,156.13
652,2015-10-09,156.16,156.27,155.77,156.0
653,2015-10-12,156.02,156.47,155.83,156.38
654,2015-10-13,156.42,156.71,156.1,156.4
655,2015-10-14,156.41,157.01,156.4,156.99
656,2015-10-15,156.86,157.12,156.65,156.66
657,2015-10-16,156.71,157.11,156.69,156.84
658,2015-10-19,156.8,156.92,156.45,156.72
659,2015-10-20,156.81,156.88,155.71,155.8
660,2015-10-21,155.75,156.69,155.72,156.62
661,2015-10-22,156.62,157.72,156.42,157.59
662,2015-10-23,157.53,157.79,157.21,157.43
663,2015-10-26,157.44,157.73,157.4,157.61
664,2015-10-27,157.61,158.38,157.6,158.26
665,2015-10-28,158.26,158.6,157.92,158.0
666,2015-10-29,158.03,158.24,156.99,157.15
667,2015-10-30,157.21,157.56,156.96,157.3
668,2015-11-02,157.44,157.44,156.5,156.72
669,2015-11-03,156.77,157.07,156.43,156.56
670,2015-11-04,156.6,156.94,156.21,156.39
671,2015-11-05,156.44,156.62,156.11,156.29
672,2015-11-06,156.38,156.51,155.03,155.24
673,2015-11-09,155.15,155.68,154.81,155.59
674,2015-11-10,155.68,156.21,155.46,156.08
675,2015-11-11,156.08,156.6,155.92,156.35
676,2015-11-12,156.25,156.61,156.17,156.35
677,2015-11-13,156.34,157.09,156.32,157.06
678,2015-11-16,157.29,157.39,156.78,157.27
679,2015-11-17,157.25,157.72,157.18,157.64
680,2015-11-18,157.61,157.85,157.34,157.78
681,2015-11-19,157.77,158.1,157.64,157.99
682,2015-11-20,157.96,158.19,157.78,157.99
683,2015-11-23,157.84,157.98,157.15,157.59
684,2015-11-24,157.62,158.01,157.43,157.71
685,2015-11-25,157.69,158.34,157.53,158.24
686,2015-11-26,158.32,158.47,158.15,158.3
687,2015-11-27,158.43,158.78,158.3,158.45
688,2015-11-30,158.46,158.53,158.15,158.26
689,2015-12-01,158.23,158.61,157.72,158.5
690,2015-12-02,158.43,158.75,158.24,158.33
691,2015-12-03,158.31,158.63,155.17,155.3
692,2015-12-04,155.56,156.21,155.03,155.67
693,2015-12-07,157.18,158.68,157.13,158.41
694,2015-12-08,158.41,158.94,158.23,158.76
695,2015-12-09,158.75,158.83,158.13,158.58
696,2015-12-10,158.55,158.97,158.36,158.52
697,2015-12-11,158.58,159.36,158.56,159.28
698,2015-12-14,159.07,159.21,158.51,158.55
699,2015-12-15,158.65,158.71,157.33,157.69
700,2015-12-16,157.65,157.95,156.78,157.35
701,2015-12-17,157.61,158.5,157.51,158.45
702,2015-12-18,158.58,159.2,158.5,159.06
703,2015-12-21,159.02,159.28,158.57,159.05
704,2015-12-22,158.95,159.08,158.26,158.41
705,2015-12-23,158.41,158.56,157.81,157.99
706,2015-12-28,157.97,159.0,157.88,158.79
707,2015-12-29,158.77,158.88,157.52,157.74
708,2015-12-30,157.72,158.22,157.65,157.87
709,2016-01-04,158.39,158.95,158.33,158.62
710,2016-01-05,158.47,159.25,158.45,159.09
711,2016-01-06,159.21,159.92,159.17,159.67
712,2016-01-07,159.95,160.19,159.04,159.51
713,2016-01-08,159.31,159.85,159.07,159.81
714,2016-01-11,159.79,159.8,159.15,159.17
715,2016-01-12,159.36,159.67,158.7,159.42
716,2016-01-13,159.34,160.12,159.12,160.01
717,2016-01-14,159.91,160.33,159.53,159.75
718,2016-01-15,159.96,160.52,159.83,160.28
719,2016-01-18,160.15,160.42,159.96,160.36
720,2016-01-19,160.16,160.38,159.87,160.23
721,2016-01-20,160.55,161.34,160.55,160.9
722,2016-01-21,160.89,161.94,160.81,161.64
723,2016-01-22,161.46,161.61,161.02,161.25
724,2016-01-25,161.19,161.55,161.13,161.55
725,2016-01-26,161.73,162.03,161.55,161.81
726,2016-01-27,161.92,162.25,161.61,162.22
727,2016-01-28,162.12,162.72,161.92,162.43
728,2016-01-29,162.78,163.52,162.7,163.41
729,2016-02-01,163.46,163.78,162.88,163.08
730,2016-02-02,163.28,163.76,163.16,163.74
731,2016-02-03,163.72,164.22,163.28,163.81
732,2016-02-04,163.74,163.87,163.25,163.71
733,2016-02-05,163.8,164.03,163.31,163.92
734,2016-02-08,163.79,165.06,163.72,164.91
735,2016-02-09,165.14,165.23,164.1,164.59
736,2016-02-10,164.71,164.76,164.14,164.76
737,2016-02-11,164.89,166.16,164.86,165.15
738,2016-02-12,164.96,165.22,164.15,164.26
739,2016-02-15,164.05,164.86,163.79,164.68
740,2016-02-16,164.49,164.68,164.06,164.33
741,2016-02-17,164.56,164.64,164.02,164.35
742,2016-02-18,164.39,165.2,164.24,165.18
743,2016-02-19,165.11,165.47,164.85,165.04
744,2016-02-22,165.01,165.57,164.9,165.41
745,2016-02-23,165.43,165.56,164.75,165.53
746,2016-02-24,165.58,166.25,165.51,165.67
747,2016-02-25,165.74,166.25,165.59,166.13
748,2016-02-26,166.08,166.13,165.77,165.96
749,2016-02-29,166.09,166.63,165.94,166.55
750,2016-03-01,166.57,166.59,165.8,165.88
751,2016-03-02,165.79,165.83,165.04,165.15
752,2016-03-03,165.1,165.85,164.73,165.67
753,2016-03-04,165.72,165.75,164.76,165.13
754,2016-03-07,162.45,162.76,162.32,162.41
755,2016-03-08,162.6,163.29,162.59,162.79
756,2016-03-09,162.75,162.82,161.94,162.11
757,2016-03-10,162.16,163.4,160.81,161.24
758,2016-03-11,161.27,161.96,161.03,161.74
759,2016-03-14,161.74,162.22,161.26,161.31
760,2016-03-15,161.43,161.78,161.02,161.11
761,2016-03-16,161.2,161.8,161.09,161.76
762,2016-03-17,161.97,162.47,161.88,162.42
763,2016-03-18,162.5,162.81,162.33,162.62
764,2016-03-21,162.6,163.0,162.19,162.39
765,2016-03-22,162.46,163.05,162.3,162.36
766,2016-03-23,162.34,162.93,162.22,162.86
767,2016-03-24,162.95,163.33,162.82,163.02
768,2016-03-29,163.08,163.83,163.07,163.79
769,2016-03-30,163.68,163.84,163.13,163.55
770,2016-03-31,163.59,163.64,163.03,163.53
771,2016-04-01,163.43,163.8,163.24,163.77
772,2016-04-04,163.89,163.93,163.43,163.75
773,2016-04-05,163.89,164.43,163.87,164.28
774,2016-04-06,164.11,164.28,163.72,163.95
775,2016-04-07,163.99,164.43,163.82,164.39
776,2016-04-08,164.18,164.39,164.05,164.33
777,2016-04-11,164.4,164.6,163.74,164.07
778,2016-04-12,164.02,164.02,163.24,163.33
779,2016-04-13,163.24,163.96,163.16,163.91
780,2016-04-14,163.87,163.98,163.17,163.34
781,2016-04-15,163.34,164.0,163.27,163.84
782,2016-04-18,164.09,164.17,163.36,163.49
783,2016-04-19,163.41,163.6,163.09,163.32
784,2016-04-20,163.53,163.74,163.19,163.25
785,2016-04-21,163.22,163.34,162.33,162.55
786,2016-04-22,162.57,162.68,162.34,162.59
787,2016-04-25,162.7,162.8,161.9,162.1
788,2016-04-26,162.22,162.31,161.46,161.54
789,2016-04-27,161.66,162.15,161.53,162.14
790,2016-04-28,162.29,162.79,162.21,162.45
791,2016-04-29,162.45,162.6,161.57,161.98
792,2016-05-02,162.09,162.1,161.86,161.9
793,2016-05-03,162.03,163.12,161.9,162.9
794,2016-05-04,162.9,163.09,162.67,163.05
795,2016-05-05,162.99,163.46,162.73,163.42
796,2016-05-06,163.79,163.93,163.42,163.61
797,2016-05-09,163.52,164.14,163.5,164.06
798,2016-05-10,164.05,164.36,163.86,164.19
799,2016-05-11,164.25,164.35,163.97,164.25
800,2016-05-12,164.2,164.49,163.62,163.78
801,2016-05-13,163.94,164.3,163.76,164.26
802,2016-05-16,164.26,164.28,163.75,163.88
803,2016-05-17,163.82,164.17,163.49,163.95
804,2016-05-18,163.9,163.96,163.16,163.29
805,2016-05-19,163.22,163.71,163.06,163.59
806,2016-05-20,163.66,163.75,163.33,163.62
807,2016-05-23,163.67,164.07,163.34,163.57
808,2016-05-24,163.69,163.77,163.41,163.55
809,2016-05-25,163.53,163.95,163.13,163.74
810,2016-05-26,163.85,164.19,163.57,164.04
811,2016-05-27,164.04,164.36,163.9,163.98
812,2016-05-30,163.94,163.99,163.53,163.71
813,2016-05-31,163.74,164.21,163.39,164.04
814,2016-06-01,164.16,164.42,164.05,164.08
815,2016-06-02,164.15,164.59,163.87,164.46
816,2016-06-03,164.41,165.23,164.4,165.2
817,2016-06-06,165.13,165.17,164.86,164.93
818,2016-06-07,163.94,164.52,163.84,164.37
819,2016-06-08,164.35,164.69,164.15,164.35
820,2016-06-09,164.53,164.81,164.43,164.66
821,2016-06-10,164.65,164.98,164.55,164.85
822,2016-06-13,164.95,164.95,164.6,164.77
823,2016-06-14,164.87,165.61,164.72,165.09
824,2016-06-15,165.02,165.44,164.87,165.34
825,2016-06-16,165.55,165.68,165.07,165.28
826,2016-06-17,165.06,165.29,164.7,164.99
827,2016-06-20,164.57,164.72,164.15,164.35
828,2016-06-21,164.37,164.59,164.08,164.27
829,2016-06-22,164.37,164.67,164.17,164.57
830,2016-06-23,164.35,164.62,163.52,163.65
831,2016-06-24,168.5,168.86,165.59,165.61
832,2016-06-27,166.1,166.92,166.02,166.86
833,2016-06-28,166.72,166.9,166.27,166.82
834,2016-06-29,166.75,167.12,166.64,166.68
835,2016-06-30,166.7,167.33,165.51,165.88
836,2016-07-01,166.33,167.31,166.09,167.05
837,2016-07-04,167.08,167.25,166.72,167.19
838,2016-07-05,167.3,167.99,167.23,167.9
839,2016-07-06,167.98,168.13,167.58,167.75
840,2016-07-07,167.77,167.79,167.25,167.61
841,2016-07-08,167.71,168.06,167.36,168.03
842,2016-07-11,167.85,168.05,167.43,167.48
843,2016-07-12,167.43,167.47,166.32,166.43
844,2016-07-13,166.67,167.37,166.62,167.22
845,2016-07-14,167.07,167.17,166.26,166.76
846,2016-07-15,166.77,166.84,165.95,166.08
847,2016-07-18,166.26,166.67,166.17,166.47
848,2016-07-19,166.57,166.87,166.33,166.56
849,2016-07-20,166.56,166.74,166.15,166.28
850,2016-07-21,166.31,166.45,165.63,166.42
851,2016-07-22,166.58,166.68,166.01,166.47
852,2016-07-25,166.44,166.8,166.16,166.63
853,2016-07-26,166.81,167.03,166.42,166.67
854,2016-07-27,166.5,167.61,166.36,167.61
855,2016-07-28,167.56,167.62,167.12,167.51
856,2016-07-29,167.05,168.0,166.92,167.95
857,2016-08-01,167.82,167.85,167.37,167.45
858,2016-08-02,167.36,167.4,166.38,166.64
859,2016-08-03,166.54,166.92,166.42,166.88
860,2016-08-04,166.69,167.69,166.56,167.51
861,2016-08-05,167.61,167.64,167.05,167.06
862,2016-08-08,166.98,167.24,166.76,167.08
863,2016-08-09,167.19,167.57,166.91,167.54
864,2016-08-10,167.61,168.0,167.49,167.92
865,2016-08-11,167.88,168.02,167.31,167.36
866,2016-08-12,167.52,167.97,167.4,167.65
867,2016-08-15,167.66,167.86,167.17,167.27
868,2016-08-16,167.4,167.61,166.66,166.84
869,2016-08-17,166.82,167.31,166.65,167.14
870,2016-08-18,167.24,167.68,167.16,167.56
871,2016-08-19,167.46,167.59,166.76,167.01
872,2016-08-22,166.88,167.65,166.85,167.53
873,2016-08-23,167.5,167.84,167.37,167.7
874,2016-08-24,167.68,167.73,167.44,167.58
875,2016-08-25,167.59,167.64,167.12,167.37
876,2016-08-26,167.49,167.76,166.87,166.97
877,2016-08-29,167.28,167.75,167.0,167.73
878,2016-08-30,167.6,167.86,167.37,167.72
879,2016-08-31,167.73,167.76,167.25,167.25
880,2016-09-01,167.25,167.48,166.95,167.39
881,2016-09-02,167.34,167.7,166.92,167.17
882,2016-09-05,167.21,167.44,167.13,167.28
883,2016-09-06,167.29,168.21,167.15,168.14
884,2016-09-07,165.4,165.67,165.33,165.56
885,2016-09-08,165.5,165.62,164.48,164.62
886,2016-09-09,164.6,164.62,163.53,163.53
887,2016-09-12,163.47,163.69,163.04,163.54
888,2016-09-13,163.7,163.93,162.56,162.92
889,2016-09-14,162.92,163.7,162.79,163.59
890,2016-09-15,163.44,163.78,163.04,163.53
891,2016-09-16,163.72,164.29,163.57,163.95
892,2016-09-19,163.87,164.11,163.63,163.72
893,2016-09-20,163.66,164.29,163.66,164.15
894,2016-09-21,163.96,164.37,163.8,164.3
895,2016-09-22,164.33,165.32,164.33,165.14
896,2016-09-23,165.11,165.28,164.98,165.16
897,2016-09-26,165.15,165.75,165.08,165.69
898,2016-09-27,165.49,166.27,165.46,166.0
899,2016-09-28,165.97,166.19,165.75,165.83
900,2016-09-29,165.72,166.08,165.59,165.91
901,2016-09-30,166.09,166.36,165.54,165.78
902,2016-10-03,165.7,165.85,165.3,165.4
903,2016-10-04,165.42,165.68,164.68,164.73
904,2016-10-05,164.83,165.03,164.14,164.32
905,2016-10-06,164.37,164.87,164.04,164.14
906,2016-10-07,164.24,164.3,163.72,164.02
907,2016-10-10,164.09,164.18,163.31,163.46
908,2016-10-11,163.52,163.92,163.4,163.7
909,2016-10-12,163.58,163.82,163.15,163.45
910,2016-10-13,163.71,163.96,163.47,163.78
911,2016-10-14,163.59,163.69,163.2,163.23
912,2016-10-17,163.31,163.57,162.81,163.53
913,2016-10-18,163.43,163.81,163.3,163.79
914,2016-10-19,163.74,164.04,163.71,163.82
915,2016-10-20,163.69,164.33,163.24,164.25
916,2016-10-21,164.29,164.34,164.04,164.28
917,2016-10-24,164.4,164.54,163.86,163.94
918,2016-10-25,163.96,164.16,163.71,163.82
919,2016-10-26,163.9,164.06,162.89,163.08
920,2016-10-27,163.02,163.19,161.72,162.05
921,2016-10-28,161.85,162.28,161.37,162.14
922,2016-10-31,162.07,162.32,161.95,162.11
923,2016-11-01,161.94,162.36,161.53,162.15
924,2016-11-02,162.31,162.78,162.18,162.49
925,2016-11-03,162.58,162.7,161.93,162.12
926,2016-11-04,162.11,162.62,162.1,162.42
927,2016-11-07,162.0,162.37,161.94,162.15
928,2016-11-08,162.24,162.45,161.69,161.88
929,2016-11-09,162.66,163.19,160.89,160.94
930,2016-11-10,161.21,161.54,160.08,160.45
931,2016-11-11,160.62,160.62,159.77,160.0
932,2016-11-14,159.71,160.38,159.14,160.14
933,2016-11-15,160.22,160.63,160.15,160.35
934,2016-11-16,160.32,160.59,159.82,160.57
935,2016-11-17,160.59,160.96,160.35,160.53
936,2016-11-18,160.15,161.09,159.98,160.81
937,2016-11-21,160.93,160.97,160.5,160.86
938,2016-11-22,160.76,161.58,160.7,161.35
939,2016-11-23,161.32,161.72,160.31,161.16
940,2016-11-24,161.08,161.4,160.88,161.01
941,2016-11-25,161.08,161.59,161.03,161.46
942,2016-11-28,161.73,162.08,161.48,161.97
943,2016-11-29,161.97,162.01,161.33,161.95
944,2016-11-30,161.87,162.01,160.8,160.81
945,2016-12-01,160.77,160.97,159.54,159.78
946,2016-12-02,159.94,161.13,159.81,161.06
947,2016-12-05,161.35,161.39,159.86,160.48
948,2016-12-06,160.49,160.73,159.82,159.86
949,2016-12-07,161.0,161.99,160.96,161.69
950,2016-12-08,161.65,161.78,159.91,161.42
951,2016-12-09,161.1,162.29,161.0,161.49
952,2016-12-12,161.39,161.4,160.8,161.23
953,2016-12-13,161.36,161.95,161.08,161.87
954,2016-12-14,161.94,162.62,161.7,161.71
955,2016-12-15,161.81,162.03,161.19,161.73
956,2016-12-16,161.92,162.58,161.82,162.05
957,2016-12-19,162.12,163.52,162.04,163.45
958,2016-12-20,163.22,163.29,162.84,162.98
959,2016-12-21,163.11,163.36,163.01,163.31
960,2016-12-22,163.33,163.45,162.88,163.19
961,2016-12-23,163.23,163.79,163.17,163.72
962,2016-12-27,163.58,164.18,163.55,164.11
963,2016-12-28,164.18,164.33,163.89,164.22
964,2016-12-29,164.44,164.65,164.27,164.49
965,2016-12-30,164.56,164.56,164.09,164.13
966,2017-01-02,164.07,164.94,164.07,164.45
967,2017-01-03,164.39,164.52,162.99,163.49
968,2017-01-04,163.45,163.62,163.1,163.3
969,2017-01-05,163.51,163.74,162.81,163.6
970,2017-01-06,163.65,163.67,162.67,162.84
971,2017-01-09,162.69,163.33,162.47,163.2
972,2017-01-10,163.14,163.36,162.92,163.17
973,2017-01-11,163.15,163.98,163.04,163.61
974,2017-01-12,163.86,164.19,163.52,163.62
975,2017-01-13,163.52,164.04,163.14,163.6
976,2017-01-16,163.82,163.92,163.39,163.54
977,2017-01-17,163.74,164.45,163.71,163.91
978,2017-01-18,163.81,163.82,163.04,163.05
979,2017-01-19,162.99,163.15,162.62,163.06
980,2017-01-20,163.19,163.28,162.2,162.51
981,2017-01-23,162.77,163.38,162.45,163.2
982,2017-01-24,163.15,163.23,162.48,162.6
983,2017-01-25,162.44,162.49,161.52,161.59
984,2017-01-26,161.6,161.88,161.31,161.66
985,2017-01-27,161.54,161.93,161.49,161.87
986,2017-01-30,161.93,162.22,161.35,161.91
987,2017-01-31,162.07,162.29,161.49,162.04
988,2017-02-01,161.89,162.02,161.51,161.85
989,2017-02-02,161.94,162.56,161.63,162.27
990,2017-02-03,162.15,162.68,162.01,162.36
991,2017-02-06,162.49,163.48,162.44,163.42
992,2017-02-07,163.49,163.74,162.97,163.51
993,2017-02-08,163.53,164.41,163.44,164.36
994,2017-02-09,164.21,164.46,163.97,163.98
995,2017-02-10,163.95,164.17,163.76,164.06
996,2017-02-13,163.95,164.03,163.68,163.91
997,2017-02-14,163.97,164.07,163.26,163.5
998,2017-02-15,163.52,163.55,163.13,163.37
999,2017-02-16,163.48,163.88,163.32,163.75
1000,2017-02-17,163.78,164.64,163.62,164.42
1001,2017-02-20,164.29,164.68,164.18,164.64
1002,2017-02-21,164.57,164.64,164.09,164.47
1003,2017-02-22,164.34,165.53,164.31,165.12
1004,2017-02-23,165.1,165.8,164.84,165.77
1005,2017-02-24,165.72,166.4,165.6,166.35
1006,2017-02-27,166.23,166.32,165.9,165.92
1007,2017-02-28,166.04,166.22,165.7,165.98
1008,2017-03-01,165.77,165.9,164.75,165.0
1009,2017-03-02,164.98,164.99,164.42,164.69
1010,2017-03-03,164.8,164.85,163.89,163.99
1011,2017-03-06,164.12,164.54,164.05,164.22
1012,2017-03-07,160.93,161.55,160.84,161.28
1013,2017-03-08,161.27,161.29,160.46,160.69
1014,2017-03-09,160.53,160.66,159.57,159.75
1015,2017-03-10,159.63,159.85,158.87,159.03
1016,2017-03-13,159.09,159.68,158.94,159.02
1017,2017-03-14,159.04,159.66,158.73,159.5
1018,2017-03-15,159.54,160.45,159.42,160.24
1019,2017-03-16,160.24,160.38,159.16,159.22
1020,2017-03-17,159.32,159.89,159.09,159.79
1021,2017-03-20,159.92,159.96,159.38,159.86
1022,2017-03-21,159.69,159.84,159.12,159.66
1023,2017-03-22,159.72,160.33,159.65,160.19
1024,2017-03-23,160.13,160.47,159.88,159.97
1025,2017-03-24,159.93,160.35,159.73,160.24
1026,2017-03-27,160.55,161.0,160.23,160.27
1027,2017-03-28,160.22,160.71,160.14,160.26
1028,2017-03-29,160.24,161.24,160.18,161.19
1029,2017-03-30,161.17,161.57,161.06,161.37
1030,2017-03-31,161.46,161.53,161.21,161.49
1031,2017-04-03,161.41,162.18,161.34,162.13
1032,2017-04-04,162.22,162.72,162.17,162.38
1033,2017-04-05,162.54,162.69,162.02,162.56
1034,2017-04-06,162.62,162.67,162.25,162.49
1035,2017-04-07,162.79,163.05,162.5,162.6
1036,2017-04-10,162.6,163.3,162.6,163.15
1037,2017-04-11,163.28,163.39,162.87,163.21
1038,2017-04-12,163.26,163.53,163.01,163.43
1039,2017-04-13,163.58,163.82,163.41,163.65
1040,2017-04-18,163.59,163.99,163.34,163.87
1041,2017-04-19,163.77,163.8,163.16,163.29
1042,2017-04-20,163.39,163.44,162.52,162.84
1043,2017-04-21,162.91,162.94,162.49,162.51
1044,2017-04-24,161.5,161.63,160.93,161.56
1045,2017-04-25,161.32,161.47,160.65,160.71
1046,2017-04-26,160.7,161.36,160.64,161.33
1047,2017-04-27,161.25,162.15,161.02,162.04
1048,2017-04-28,161.95,161.98,161.26,161.8
1049,2017-05-02,161.7,161.81,161.45,161.77
1050,2017-05-03,161.76,161.94,161.53,161.53
1051,2017-05-04,161.52,161.53,160.74,160.96
1052,2017-05-05,160.99,161.17,160.38,160.38
1053,2017-05-08,160.28,160.98,160.25,160.47
1054,2017-05-09,160.47,160.48,160.11,160.39
1055,2017-05-10,160.41,160.83,160.22,160.32
1056,2017-05-11,160.3,160.56,160.0,160.42
1057,2017-05-12,160.5,160.99,160.41,160.9
1058,2017-05-15,160.85,160.89,160.46,160.54
1059,2017-05-16,160.61,160.63,160.17,160.39
1060,2017-05-17,160.59,161.57,160.47,161.46
1061,2017-05-18,161.25,162.02,161.1,161.5
1062,2017-05-19,161.47,161.55,161.17,161.33
1063,2017-05-22,161.22,161.47,160.79,160.91
1064,2017-05-23,161.08,161.32,160.59,160.72
1065,2017-05-24,160.79,161.13,160.68,161.02
1066,2017-05-25,161.1,161.43,161.02,161.36
1067,2017-05-26,161.49,161.88,161.33,161.8
1068,2017-05-29,161.79,162.32,161.68,162.23
1069,2017-05-30,162.29,162.43,162.06,162.41
1070,2017-05-31,162.42,162.45,162.07,162.15
1071,2017-06-01,162.2,162.32,161.95,162.26
1072,2017-06-02,162.13,162.77,162.13,162.69
1073,2017-06-05,162.63,162.68,162.33,162.47
1074,2017-06-06,162.59,162.99,162.55,162.82
1075,2017-06-07,164.81,165.11,164.75,164.83
1076,2017-06-08,164.82,165.18,164.5,165.07
1077,2017-06-09,165.14,165.18,164.74,165.03
1078,2017-06-12,164.95,165.26,164.86,165.12
1079,2017-06-13,165.1,165.13,164.72,164.97
1080,2017-06-14,165.05,165.55,164.83,165.43
1081,2017-06-15,165.33,165.44,164.4,164.57
1082,2017-06-16,164.53,164.76,164.13,164.75
1083,2017-06-20,164.91,165.02,164.7,164.99
1084,2017-06-21,164.99,165.29,164.79,164.94
1085,2017-06-22,164.98,165.25,164.88,165.07
1086,2017-06-23,165.05,165.16,164.94,165.03
1087,2017-06-26,165.0,165.44,164.99,165.17
1088,2017-06-27,165.13,165.33,163.13,163.26
1089,2017-06-28,163.05,164.02,162.78,163.37
1090,2017-06-29,163.3,163.31,162.06,162.13
1091,2017-06-30,162.04,162.6,161.65,161.77
1092,2017-07-03,161.53,162.32,161.53,161.74
1093,2017-07-04,161.92,162.2,161.8,161.86
1094,2017-07-05,161.86,162.12,161.54,161.87
1095,2017-07-06,161.83,161.9,160.43,160.62
1096,2017-07-07,160.53,160.73,160.31,160.53
1097,2017-07-10,160.45,161.13,160.44,160.95
1098,2017-07-11,160.78,160.95,160.48,160.88
1099,2017-07-12,160.98,161.44,160.83,161.41
1100,2017-07-13,161.45,161.92,161.02,161.29
1101,2017-07-14,161.35,161.75,161.06,161.08
1102,2017-07-17,161.07,161.53,161.06,161.39
1103,2017-07-18,161.44,161.77,161.24,161.73
1104,2017-07-19,161.61,162.03,161.57,161.8
1105,2017-07-20,161.82,162.14,161.55,161.97
1106,2017-07-21,162.02,162.56,161.99,162.32
1107,2017-07-24,162.34,162.67,162.26,162.43
