,Instrument,Ticker,Date,% change,open,high,low,close
146,Gold,GC,2013-10-01,-0.5172923440733115,1691.5,1691.75,1673.25,1682.75
147,Gold,GC,2013-10-02,-0.9209744503862112,1683.0,1684.75,1663.25,1667.5
148,Gold,GC,2013-10-03,0.8393285371702603,1668.0,1686.0,1667.5,1682.0
149,Gold,GC,2013-10-06,-0.55166244222454,1676.75,1679.5,1666.5,1667.5
150,Gold,GC,2013-10-07,-1.2447510497900396,1667.0,1671.5,1646.0,1646.25
151,Gold,GC,2013-10-08,0.0,1648.0,1658.25,1640.0,1648.0
152,Gold,GC,2013-10-09,2.0928116469517732,1648.5,1687.75,1648.0,1683.0
153,Gold,GC,2013-10-10,1.0101010101010104,1683.0,1700.25,1673.0,1700.0
154,Gold,GC,2013-10-13,1.321258907363415,1684.0,1706.75,1680.75,1706.25
155,Gold,GC,2013-10-14,-0.6739926739926716,1706.25,1709.75,1689.5,1694.75
156,Gold,GC,2013-10-15,1.0919285819684177,1694.25,1717.0,1691.25,1712.75
157,Gold,GC,2013-10-16,0.9491822429906591,1712.0,1728.75,1706.25,1728.25
158,Gold,GC,2013-10-17,0.5499276410998561,1727.5,1740.25,1727.0,1737.0
159,Gold,GC,2013-10-20,-0.014384349827381016,1738.0,1742.5,1734.75,1737.75
160,Gold,GC,2013-10-21,0.6905481225722951,1737.75,1754.5,1736.0,1749.75
161,Gold,GC,2013-10-22,-0.40011431837668,1749.5,1749.5,1734.5,1742.5
162,Gold,GC,2013-10-23,0.3442834600487714,1742.75,1751.75,1740.0,1748.75
163,Gold,GC,2013-10-24,0.3289473684210549,1748.0,1755.75,1742.75,1753.75
164,Gold,GC,2013-10-27,0.21382751247327292,1753.75,1762.25,1751.5,1757.5
165,Gold,GC,2013-10-28,0.5400795906765268,1759.0,1768.75,1754.5,1768.5
166,Gold,GC,2013-10-29,-0.5231160752156114,1768.25,1773.25,1751.75,1759.0
167,Gold,GC,2013-10-30,-0.14222727919215572,1757.75,1764.0,1750.25,1755.25
168,Gold,GC,2013-10-31,-0.04272287097693095,1755.5,1761.25,1747.0,1754.75
169,Gold,GC,2013-11-03,0.5131128848346691,1754.0,1764.0,1753.25,1763.0
170,Gold,GC,2013-11-04,-0.3261948659764613,1762.75,1764.0,1750.5,1757.0
171,Gold,GC,2013-11-05,0.38412291933418885,1757.25,1770.0,1755.75,1764.0
172,Gold,GC,2013-11-06,-1.0772501771793088,1763.75,1774.5,1742.25,1744.75
173,Gold,GC,2013-11-07,1.2609256340449946,1744.75,1768.0,1736.5,1766.75
174,Gold,GC,2013-11-10,0.042444821731749016,1767.0,1770.25,1762.75,1767.75
175,Gold,GC,2013-11-11,-0.1697072549851555,1767.75,1769.75,1758.5,1764.75
176,Gold,GC,2013-11-12,0.835812438022387,1764.75,1782.25,1754.25,1779.5
177,Gold,GC,2013-11-13,0.4495013344570822,1779.75,1789.0,1777.25,1787.75
178,Gold,GC,2013-11-14,0.36358551251572635,1787.75,1796.0,1786.5,1794.25
179,Gold,GC,2013-11-17,-0.22302759966545693,1793.5,1799.75,1784.75,1789.5
180,Gold,GC,2013-11-18,-0.2514668901927877,1789.5,1793.75,1782.0,1785.0
181,Gold,GC,2013-11-19,-0.32203864463735954,1785.5,1794.25,1774.5,1779.75
182,Gold,GC,2013-11-20,0.8007867378477158,1779.5,1795.5,1775.75,1793.75
183,Gold,GC,2013-11-21,0.44611738463683537,1793.25,1803.25,1792.0,1801.25
184,Gold,GC,2013-11-24,-0.0277469478357375,1802.0,1809.25,1798.5,1801.5
185,Gold,GC,2013-11-25,0.04163775156141014,1801.25,1807.0,1798.75,1802.0
186,Gold,GC,2013-11-26,0.12486126526081875,1802.0,1807.5,1801.25,1804.25
187,Gold,GC,2013-11-27,0.22166805209198515,1804.5,1810.0,1804.25,1808.5
188,Gold,GC,2013-11-28,-0.2350013823610766,1808.5,1812.5,1802.75,1804.25
189,Gold,GC,2013-12-01,-0.35986159169550547,1806.25,1809.0,1797.0,1799.75
190,Gold,GC,2013-12-02,-0.48604360505486,1800.25,1801.75,1786.25,1791.5
191,Gold,GC,2013-12-03,0.013950892857138797,1792.0,1799.5,1777.75,1792.25
192,Gold,GC,2013-12-04,-0.48814504881450205,1792.5,1794.25,1782.0,1783.75
193,Gold,GC,2013-12-05,1.1908097506304216,1784.5,1806.0,1784.25,1805.75
194,Gold,GC,2013-12-08,0.15222806531967592,1806.5,1811.5,1804.75,1809.25
195,Gold,GC,2013-12-09,-0.33162912809174827,1809.25,1811.5,1801.0,1803.25
196,Gold,GC,2013-12-10,-1.3163364278786247,1804.25,1808.0,1779.25,1780.5
197,Gold,GC,2013-12-11,-0.4071318264776096,1780.75,1784.0,1771.75,1773.5
198,Gold,GC,2013-12-12,0.028296547821170748,1767.0,1776.75,1765.5,1767.5
199,Gold,GC,2013-12-15,0.451722190852621,1771.0,1786.25,1754.0,1779.0
200,Gold,GC,2013-12-16,-0.3655279066498025,1778.25,1782.5,1770.25,1771.75
201,Gold,GC,2013-12-17,1.8058690744920938,1772.0,1806.75,1761.75,1804.0
202,Gold,GC,2013-12-18,-0.08314855875831029,1804.0,1806.75,1795.0,1802.5
203,Gold,GC,2013-12-19,0.8183079056865523,1802.5,1818.0,1802.5,1817.25
204,Gold,GC,2013-12-22,0.3439735828288377,1817.0,1824.5,1816.75,1823.25
205,Gold,GC,2013-12-23,0.3566040323686792,1822.75,1829.5,1820.5,1829.25
206,Gold,GC,2013-12-25,0.3551912568306079,1830.0,1837.75,1829.75,1836.5
207,Gold,GC,2013-12-26,0.013612850530904552,1836.5,1840.0,1833.25,1836.75
208,Gold,GC,2013-12-29,-0.06806425265450855,1836.5,1838.5,1833.5,1835.25
209,Gold,GC,2013-12-30,0.5856714791609932,1835.5,1846.5,1834.25,1846.25
210,Gold,GC,2014-01-01,-0.6121616106652112,1837.75,1840.75,1821.75,1826.5
211,Gold,GC,2014-01-02,-0.21890819537556183,1827.25,1833.0,1820.5,1823.25
212,Gold,GC,2014-01-05,-0.21929824561404132,1824.0,1832.5,1817.25,1820.0
213,Gold,GC,2014-01-06,0.5907404863305459,1819.75,1834.75,1819.5,1830.5
214,Gold,GC,2014-01-07,0.08193363375666252,1830.75,1834.75,1825.5,1832.25
215,Gold,GC,2014-01-08,0.09553705472907836,1831.75,1839.0,1824.25,1833.5
216,Gold,GC,2014-01-09,0.286376653484254,1833.25,1842.5,1826.25,1838.5
217,Gold,GC,2014-01-12,-1.2782159369050845,1838.5,1838.75,1809.5,1815.0
218,Gold,GC,2014-01-13,0.9362522373674835,1815.75,1834.25,1812.75,1832.75
219,Gold,GC,2014-01-14,0.4637206764866306,1833.0,1845.75,1831.5,1841.5
220,Gold,GC,2014-01-15,-0.23079011675264383,1841.5,1843.25,1834.5,1837.25
221,Gold,GC,2014-01-16,-0.23122959738846305,1838.0,1842.75,1829.25,1833.75
222,Gold,GC,2014-01-19,0.0136314067611778,1834.0,1834.75,1830.0,1834.25
223,Gold,GC,2014-01-20,0.1908396946564892,1834.0,1844.0,1826.25,1837.5
224,Gold,GC,2014-01-21,0.06802721088435248,1837.5,1843.25,1834.75,1838.75
225,Gold,GC,2014-01-22,-0.8292550299075572,1839.0,1844.0,1813.75,1823.75
226,Gold,GC,2014-01-23,-2.3985745614035068,1824.0,1828.0,1780.0,1780.25
227,Gold,GC,2014-01-26,-0.5331836677423922,1781.75,1792.0,1767.0,1772.25
228,Gold,GC,2014-01-27,1.3126323218066318,1771.25,1797.0,1771.0,1794.5
229,Gold,GC,2014-01-28,-1.4337416481069027,1796.0,1801.25,1764.0,1770.25
