,Instrument,Ticker,Date,% change,open,high,low,close
194,Gold,GC,2013-08-22,1.4679165758302446,1376.1,1399.9,1367.8,1396.3
195,Gold,GC,2013-08-25,0.4074338813438203,1399.0,1407.0,1388.4,1404.7
196,Gold,GC,2013-08-26,0.7759111617312158,1404.8,1424.0,1395.2,1415.7
197,Gold,GC,2013-08-27,0.09886307464162769,1416.1,1434.0,1413.2,1417.5
198,Gold,GC,2013-08-28,-0.8108870399097441,1418.2,1418.6,1402.1,1406.7
199,Gold,GC,2013-08-29,-0.8028419182948454,1407.5,1411.5,1391.8,1396.2
200,Gold,GC,2013-09-01,-0.14347202295552108,1394.0,1398.5,1373.6,1392.0
201,Gold,GC,2013-09-02,1.4295977011494188,1392.0,1416.4,1384.3,1411.9
202,Gold,GC,2013-09-03,-1.4380844431850335,1411.6,1415.0,1384.6,1391.3
203,Gold,GC,2013-09-04,-1.7107533064979918,1391.2,1400.0,1364.7,1367.4
204,Gold,GC,2013-09-05,1.5950830467549508,1366.7,1393.6,1358.8,1388.5
205,Gold,GC,2013-09-08,-0.35223923513765953,1391.1,1395.0,1381.9,1386.2
206,Gold,GC,2013-09-09,-1.7374378199120457,1387.1,1391.4,1357.6,1363.0
207,Gold,GC,2013-09-10,0.0952939451693311,1364.2,1368.7,1356.0,1365.5
208,Gold,GC,2013-09-11,-3.3233291852719304,1366.1,1366.2,1320.4,1320.7
209,Gold,GC,2013-09-12,0.37045437362969835,1322.7,1330.8,1304.6,1327.6
210,Gold,GC,2013-09-15,-1.4923134608173996,1333.5,1336.0,1302.7,1313.6
211,Gold,GC,2013-09-16,-0.29689403166868544,1313.6,1324.7,1305.8,1309.7
212,Gold,GC,2013-09-17,4.238258877434134,1309.5,1367.8,1291.5,1365.0
213,Gold,GC,2013-09-18,-0.007326007326014405,1365.0,1375.4,1358.5,1364.9
214,Gold,GC,2013-09-19,-2.9717464500073163,1366.2,1368.4,1324.9,1325.6
215,Gold,GC,2013-09-22,-0.35418236623964106,1327.0,1332.0,1313.4,1322.3
216,Gold,GC,2013-09-23,0.11350737797957322,1321.5,1329.4,1305.5,1323.0
217,Gold,GC,2013-09-24,0.7253494522100539,1323.5,1338.3,1316.6,1333.1
218,Gold,GC,2013-09-25,-0.6901207711349429,1333.1,1340.0,1319.2,1323.9
219,Gold,GC,2013-09-26,0.9518773135906855,1323.7,1345.2,1320.0,1336.3
220,Gold,GC,2013-09-29,-1.1537030145143348,1343.5,1353.8,1322.0,1328.0
221,Gold,GC,2013-09-30,-3.0567685589519726,1328.2,1337.8,1282.4,1287.6
222,Gold,GC,2013-10-01,2.244660194174756,1287.5,1324.2,1276.9,1316.4
223,Gold,GC,2013-10-02,0.015191796429931514,1316.5,1322.8,1302.0,1316.7
224,Gold,GC,2013-10-03,-0.47062395627752096,1317.4,1326.0,1305.1,1311.2
225,Gold,GC,2013-10-06,0.7696410881658124,1312.3,1329.5,1307.9,1322.4
226,Gold,GC,2013-10-07,-0.3099017384731724,1323.0,1330.8,1315.4,1318.9
227,Gold,GC,2013-10-08,-0.9548347984237608,1319.6,1323.3,1294.6,1307.0
228,Gold,GC,2013-10-09,-1.5761285386380877,1307.0,1312.0,1281.0,1286.4
229,Gold,GC,2013-10-10,-1.0727611940298658,1286.4,1294.8,1259.6,1272.6
230,Gold,GC,2013-10-13,-0.21168169345354215,1275.5,1291.6,1268.4,1272.8
231,Gold,GC,2013-10-14,0.5103643216080371,1273.6,1287.7,1251.0,1280.1
232,Gold,GC,2013-10-15,0.031215857655681134,1281.4,1289.2,1268.6,1281.8
233,Gold,GC,2013-10-16,2.9498985484626132,1281.4,1324.2,1273.7,1319.2
234,Gold,GC,2013-10-17,-0.17440097057931325,1318.8,1328.9,1311.2,1316.5
235,Gold,GC,2013-10-20,-0.022796352583583257,1316.0,1323.9,1312.0,1315.7
236,Gold,GC,2013-10-21,1.8852147472443903,1315.5,1344.7,1309.5,1340.3
237,Gold,GC,2013-10-22,-0.5447354675024201,1340.1,1342.2,1328.5,1332.8
238,Gold,GC,2013-10-23,1.0431519699812384,1332.5,1352.3,1330.2,1346.4
239,Gold,GC,2013-10-24,0.40092063256365407,1346.9,1356.4,1335.3,1352.3
240,Gold,GC,2013-10-27,0.014785244326162683,1352.7,1361.8,1346.1,1352.9
241,Gold,GC,2013-10-28,-0.635812509241461,1352.6,1360.4,1339.8,1344.0
242,Gold,GC,2013-10-29,-0.14874312063066952,1344.6,1359.6,1334.5,1342.6
243,Gold,GC,2013-10-30,-1.4384735782961968,1341.7,1343.0,1318.7,1322.4
244,Gold,GC,2013-10-31,-0.574408585896748,1323.1,1327.3,1305.6,1315.5
245,Gold,GC,2013-11-03,0.09139375476009093,1313.0,1322.4,1310.8,1314.2
246,Gold,GC,2013-11-04,-0.17505137377274593,1313.9,1320.6,1305.2,1311.6
247,Gold,GC,2013-11-05,0.37339023089232626,1312.3,1322.0,1308.9,1317.2
248,Gold,GC,2013-11-06,-0.7817836812144208,1317.5,1326.0,1296.0,1307.2
249,Gold,GC,2013-11-07,-1.4375286741091884,1307.8,1313.4,1280.5,1289.0
250,Gold,GC,2013-11-10,-0.5588760381898652,1288.3,1288.8,1278.1,1281.1
251,Gold,GC,2013-11-11,-1.248634306227558,1281.4,1285.4,1260.5,1265.4
252,Gold,GC,2013-11-12,1.2724255117363583,1265.3,1283.7,1265.0,1281.4
253,Gold,GC,2013-11-13,0.4214140783518019,1281.4,1293.8,1277.3,1286.8
254,Gold,GC,2013-11-14,0.2175940317065539,1286.8,1290.8,1279.6,1289.6
255,Gold,GC,2013-11-17,-1.0629218713631872,1288.9,1289.2,1269.2,1275.2
256,Gold,GC,2013-11-18,-0.04705882352939739,1275.0,1278.2,1268.0,1274.4
257,Gold,GC,2013-11-19,-2.550019615535504,1274.5,1275.7,1240.2,1242.0
258,Gold,GC,2013-11-20,-0.016105653084238725,1241.8,1250.0,1235.8,1241.6
259,Gold,GC,2013-11-21,0.04829751267811844,1242.3,1248.3,1240.3,1242.9
260,Gold,GC,2013-11-24,0.7409793814433101,1241.6,1254.0,1225.7,1250.8
261,Gold,GC,2013-11-25,-0.7434647054121228,1250.9,1257.8,1239.2,1241.6
262,Gold,GC,2013-11-26,-0.29812263314799736,1241.1,1254.8,1235.5,1237.4
263,Gold,GC,2013-11-27,0.5250828015187068,1237.9,1245.5,1234.1,1244.4
264,Gold,GC,2013-11-28,0.5463602763940401,1244.6,1254.5,1240.3,1251.4
265,Gold,GC,2013-12-01,-2.5667679513833264,1250.6,1251.2,1217.1,1218.5
266,Gold,GC,2013-12-02,0.328003280032803,1219.5,1225.8,1214.6,1223.5
267,Gold,GC,2013-12-03,1.5944399018806195,1223.0,1251.5,1210.8,1242.5
268,Gold,GC,2013-12-04,-1.5123481618534242,1243.1,1243.2,1216.3,1224.3
269,Gold,GC,2013-12-05,0.4081632653061291,1225.0,1245.0,1210.1,1230.0
270,Gold,GC,2013-12-08,0.7968127490039763,1229.9,1242.6,1224.6,1239.7
271,Gold,GC,2013-12-09,1.7587736990722078,1239.5,1267.5,1237.4,1261.3
272,Gold,GC,2013-12-10,-0.7375099127676492,1261.0,1263.2,1250.6,1251.7
273,Gold,GC,2013-12-11,-2.2119300487103857,1252.3,1256.5,1222.6,1224.6
274,Gold,GC,2013-12-12,0.9705570508115215,1226.1,1238.2,1219.5,1238.0
275,Gold,GC,2013-12-15,0.39669689119169504,1235.2,1251.7,1227.2,1240.1
276,Gold,GC,2013-12-16,-0.7341670028237104,1239.5,1247.6,1226.5,1230.4
277,Gold,GC,2013-12-17,-0.9997561570348665,1230.3,1244.0,1215.2,1218.0
278,Gold,GC,2013-12-18,-2.5209393989160844,1217.8,1226.0,1186.0,1187.1
279,Gold,GC,2013-12-19,1.1776581426648818,1188.8,1206.9,1188.0,1202.8
280,Gold,GC,2013-12-22,-0.41580041580041893,1202.5,1205.6,1191.8,1197.5
281,Gold,GC,2013-12-23,0.5510101853398055,1197.8,1205.1,1195.5,1204.4
282,Gold,GC,2013-12-25,0.5399568034557234,1203.8,1215.4,1200.5,1210.3
283,Gold,GC,2013-12-26,0.1651664051532009,1210.9,1218.9,1208.5,1212.9
284,Gold,GC,2013-12-29,-1.3852242744063261,1212.8,1213.5,1193.3,1196.0
285,Gold,GC,2013-12-30,0.6013028227826709,1197.4,1214.0,1181.4,1204.6
286,Gold,GC,2014-01-01,1.4777916147779138,1204.5,1230.8,1202.5,1222.3
287,Gold,GC,2014-01-02,1.2353759306226095,1222.3,1239.6,1221.3,1237.4
288,Gold,GC,2014-01-05,-0.00808407437347114,1237.0,1247.7,1212.6,1236.9
