,Instrument,Ticker,Date,% change,open,high,low,close
2439,Nasdaq 100,NQ,2022-05-30,-1.2313636718445053,12811.0,12825.75,12480.0,12653.25
2440,Nasdaq 100,NQ,2022-05-31,-0.9042448173741349,12662.5,12823.5,12454.75,12548.0
2441,Nasdaq 100,NQ,2022-06-01,2.764995318631847,12549.75,12903.75,12442.5,12896.75
2442,Nasdaq 100,NQ,2022-06-02,-2.6868796526054552,12896.0,12945.25,12503.0,12549.5
2443,Nasdaq 100,NQ,2022-06-05,0.4541923145879423,12549.75,12810.0,12527.0,12606.75
2444,Nasdaq 100,NQ,2022-06-06,0.6049066857063536,12605.25,12740.25,12412.5,12681.5
2445,Nasdaq 100,NQ,2022-06-07,-0.48302511730609865,12680.5,12783.0,12579.25,12619.25
2446,Nasdaq 100,NQ,2022-06-08,-2.596039603960392,12625.0,12726.0,12255.25,12297.25
2447,Nasdaq 100,NQ,2022-06-09,-3.599154574645368,12301.5,12338.75,11823.0,11858.75
2448,Nasdaq 100,NQ,2022-06-12,-3.8164384141565932,11810.75,11811.75,11285.25,11360.0
2449,Nasdaq 100,NQ,2022-06-13,-0.05278205410159842,11367.5,11534.5,11236.0,11361.5
2450,Nasdaq 100,NQ,2022-06-14,2.305374073340815,11364.75,11794.25,11358.5,11626.75
2451,Nasdaq 100,NQ,2022-06-15,-3.7952130514113946,11646.25,11774.25,11068.5,11204.25
2452,Nasdaq 100,NQ,2022-06-16,0.9012425547103362,11206.75,11396.0,11119.0,11307.75
2453,Nasdaq 100,NQ,2022-06-19,0.7787337304213509,11332.5,11437.5,11273.75,11420.75
2454,Nasdaq 100,NQ,2022-06-20,1.3631490274161422,11425.75,11678.25,11398.5,11581.5
2455,Nasdaq 100,NQ,2022-06-21,-0.3022517757291894,11579.75,11745.75,11320.5,11544.75
2456,Nasdaq 100,NQ,2022-06-22,1.2583656407701795,11542.75,11766.75,11460.5,11688.0
2457,Nasdaq 100,NQ,2022-06-23,3.8095441808731323,11687.75,12148.5,11684.75,12133.0
2458,Nasdaq 100,NQ,2022-06-26,-0.5169927909371808,12137.5,12262.0,11994.25,12074.75
2459,Nasdaq 100,NQ,2022-06-27,-3.2770934685850364,12076.25,12174.25,11661.5,11680.5
2460,Nasdaq 100,NQ,2022-06-28,0.08989341209708357,11680.5,11749.0,11564.5,11691.0
2461,Nasdaq 100,NQ,2022-06-29,-1.5417183423854937,11691.5,11696.75,11351.0,11511.25
2462,Nasdaq 100,NQ,2022-06-30,0.895068433630243,11507.5,11629.75,11381.75,11610.5
2463,Nasdaq 100,NQ,2022-07-03,-0.44804411511287867,11606.0,11618.75,11500.0,11554.0
2464,Nasdaq 100,NQ,2022-07-04,2.2087614926987555,11556.25,11815.75,11389.25,11811.5
2465,Nasdaq 100,NQ,2022-07-05,0.6958397665024023,11820.25,11974.25,11727.75,11902.5
2466,Nasdaq 100,NQ,2022-07-06,1.8359416027728201,11901.25,12168.5,11836.5,12119.75
2467,Nasdaq 100,NQ,2022-07-07,0.37350392075939,12115.0,12211.0,11952.5,12160.25
2468,Nasdaq 100,NQ,2022-07-10,-2.0514825407930175,12149.75,12149.75,11853.0,11900.5
2469,Nasdaq 100,NQ,2022-07-11,-1.0062602411663306,11900.5,12025.5,11712.0,11780.75
2470,Nasdaq 100,NQ,2022-07-12,-0.4011035653650197,11780.0,11970.0,11479.25,11732.75
2471,Nasdaq 100,NQ,2022-07-13,0.6628586043735822,11729.5,11835.0,11511.25,11807.25
2472,Nasdaq 100,NQ,2022-07-14,1.7674950256128028,11810.5,12021.5,11740.25,12019.25
2473,Nasdaq 100,NQ,2022-07-17,-1.056586540457502,12043.5,12186.5,11857.0,11916.25
2474,Nasdaq 100,NQ,2022-07-18,3.4468281623913697,11909.5,12328.5,11889.5,12320.0
2475,Nasdaq 100,NQ,2022-07-19,0.7907221929362152,12330.5,12517.5,12235.75,12428.0
2476,Nasdaq 100,NQ,2022-07-20,1.0651125401929278,12440.0,12655.25,12373.5,12572.5
2477,Nasdaq 100,NQ,2022-07-21,-1.0370842207934459,12559.25,12698.5,12343.75,12429.0
2478,Nasdaq 100,NQ,2022-07-24,-0.9401743742215416,12444.5,12498.5,12266.5,12327.5
2479,Nasdaq 100,NQ,2022-07-25,-0.934104985277699,12311.25,12334.0,12072.0,12196.25
2480,Nasdaq 100,NQ,2022-07-26,3.1844652230971064,12192.0,12690.0,12191.75,12580.25
2481,Nasdaq 100,NQ,2022-07-27,2.736486486486484,12580.0,12948.0,12449.0,12924.25
2482,Nasdaq 100,NQ,2022-07-28,0.43923298697779956,12920.25,13012.0,12744.25,12977.0
2483,Nasdaq 100,NQ,2022-07-31,-0.005777675063555421,12981.0,13108.75,12851.75,12980.25
